dataset_title,id,image_filename,organ,disease_state,oncotree_code,species,patient,st_technology,data_publication_date,license,study_link,download_page_link1,inter_spot_dist,spot_diameter,spots_under_tissue,preservation_method,nb_genes,treatment_comment,pixel_size_um_embedded,pixel_size_um_estimated,magnification,fullres_px_width,fullres_px_height,tissue,disease_comment,subseries,hest_version_added
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI105,NCBI105.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,370,,16345,,,0.6920670832764387,20x,9308,9908,Spinal cord,Amyotrophic lateral sclerosis,L7CN45_D2,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI104,NCBI104.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,373,,16578,,,0.6851646630742982,20x,9298,9897,Spinal cord,Amyotrophic lateral sclerosis,L7CN45_E1,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI103,NCBI103.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,426,,16376,,,0.6942611472346761,20x,9287,9886,Spinal cord,Amyotrophic lateral sclerosis,L7CN45_E2,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI102,NCBI102.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,264,,16425,,,0.6931779681331551,20x,9310,9910,Spinal cord,Amyotrophic lateral sclerosis,L7CN47_C1,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI101,NCBI101.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,248,,15859,,,0.7000891819795344,20x,9292,9891,Spinal cord,Amyotrophic lateral sclerosis,L7CN47_C2,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI100,NCBI100.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,317,,16074,,,0.6914637335760082,20x,9281,9879,Spinal cord,Amyotrophic lateral sclerosis,L7CN47_D1,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI99,NCBI99.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,304,,15830,,,0.6929890146340932,20x,9243,9839,Spinal cord,Amyotrophic lateral sclerosis,L7CN47_D2,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI98,NCBI98.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,281,,15964,,,0.6924336739145687,20x,9302,9902,Spinal cord,Amyotrophic lateral sclerosis,L7CN47_E1,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI97,NCBI97.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,291,,15671,,,0.6946273246142591,20x,9241,9837,Spinal cord,Amyotrophic lateral sclerosis,L7CN47_E2,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI69,NCBI69.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,283,,15675,,,0.8469055363437585,20x,7602,8092,Spinal cord,Amyotrophic lateral sclerosis,L7bCN09_C1,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI68,NCBI68.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,308,,15608,,,0.8561324839175862,20x,7566,8054,Spinal cord,Amyotrophic lateral sclerosis,L7bCN09_D2,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI67,NCBI67.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,305,,16015,,,0.8484815526423763,20x,7575,8063,Spinal cord,Amyotrophic lateral sclerosis,L7bCN09_E1,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI66,NCBI66.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,320,,16632,,,0.847709648,20x,7544,8030,Spinal cord,Amyotrophic lateral sclerosis,L7bCN09_E2,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI65,NCBI65.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,262,,15196,,,0.8394799184229416,20x,7697,8193,Spinal cord,Amyotrophic lateral sclerosis,L7CN54_C1,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI64,NCBI64.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,260,,15155,,,0.8389461072308648,20x,7693,8189,Spinal cord,Amyotrophic lateral sclerosis,L7CN54_C2,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI63,NCBI63.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,303,,15375,,,0.8505502184672394,20x,7720,8218,Spinal cord,Amyotrophic lateral sclerosis,L7CN54_D1,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI62,NCBI62.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,243,,14488,,,0.8356164569764236,20x,7694,8190,Spinal cord,Amyotrophic lateral sclerosis,L7CN54_D2,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI61,NCBI61.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,303,,15361,,,0.8341093988090221,20x,7716,8213,Spinal cord,Amyotrophic lateral sclerosis,L7CN54_E1,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI60,NCBI60.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,258,,15830,,,0.8361154047693653,20x,7738,8237,Spinal cord,Amyotrophic lateral sclerosis,L7CN54_E2,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI58,NCBI58.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,242,,15047,,,0.8377893578399885,20x,7702,8198,Spinal cord,Amyotrophic lateral sclerosis,L7CN57_E2,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI57,NCBI57.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,393,,16980,,,0.8515267725722382,20x,7714,8211,Spinal cord,Amyotrophic lateral sclerosis,L8CN18_C1,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI56,NCBI56.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,306,,16710,,,0.8348368663267843,20x,7689,8185,Spinal cord,Amyotrophic lateral sclerosis,L8CN18_C2,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI55,NCBI55.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,380,,16428,,,0.8438229896977855,20x,7671,8165,Spinal cord,Amyotrophic lateral sclerosis,L8CN18_D1,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI54,NCBI54.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,297,,16680,,,0.8332343322606673,20x,7690,8186,Spinal cord,Amyotrophic lateral sclerosis,L8CN18_D2,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI53,NCBI53.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,268,,15979,,,0.8382684418734445,20x,7704,8201,Spinal cord,Amyotrophic lateral sclerosis,L8CN18_E1,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI52,NCBI52.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,212,,16822,,,0.8389422747178872,20x,7709,8206,Spinal cord,Amyotrophic lateral sclerosis,L8CN18_E2,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI51,NCBI51.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,340,,15761,,,0.8326562212474691,20x,7728,8226,Spinal cord,Amyotrophic lateral sclerosis,L7CN58_C1,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI50,NCBI50.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,223,,15581,,,0.8421041155586376,20x,7710,8207,Spinal cord,Amyotrophic lateral sclerosis,L7CN58_C2,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI49,NCBI49.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,246,,15400,,,0.8361822248798964,20x,7706,8203,Spinal cord,Amyotrophic lateral sclerosis,L7CN58_D1,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI48,NCBI48.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,235,,15670,,,0.8401497558201455,20x,7713,8210,Spinal cord,Amyotrophic lateral sclerosis,L7CN58_D2,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI47,NCBI47.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,306,,16148,,,0.8336148378387577,20x,7682,8177,Spinal cord,Amyotrophic lateral sclerosis,L8CN17_C1,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI46,NCBI46.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,321,,15742,,,0.8697982143113137,20x,7659,8153,Spinal cord,Amyotrophic lateral sclerosis,L8CN17_C2,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI45,NCBI45.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,305,,16230,,,0.8590571004418702,20x,7682,8177,Spinal cord,Amyotrophic lateral sclerosis,L8CN17_D1,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI44,NCBI44.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,286,,16286,,,0.8394450812469402,20x,7699,8195,Spinal cord,Amyotrophic lateral sclerosis,L8CN17_D2,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI43,NCBI43.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,304,,16348,,,0.840815485,20x,7704,8201,Spinal cord,Amyotrophic lateral sclerosis,L8CN17_E1,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI42,NCBI42.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,289,,16279,,,0.8389699288763596,20x,7675,8170,Spinal cord,Amyotrophic lateral sclerosis,L8CN17_E2,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI41,NCBI41.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,248,,14996,,,0.8194302707291596,20x,7807,8310,Spinal cord,Amyotrophic lateral sclerosis,L7CN60_C1,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI40,NCBI40.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,191,,15007,,,0.8179235203289831,20x,7826,8330,Spinal cord,Amyotrophic lateral sclerosis,L7CN60_C2,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI39,NCBI39.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,272,,14748,,,0.8383997181489091,20x,7783,8285,Spinal cord,Amyotrophic lateral sclerosis,L7CN60_D1,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI38,NCBI38.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,235,,15177,,,0.7587113759059088,20x,8277,8811,Spinal cord,Amyotrophic lateral sclerosis,L7CN60_D2,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI37,NCBI37.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,210,,14638,,,0.8273820676393617,20x,7743,8242,Spinal cord,Amyotrophic lateral sclerosis,L7CN60_E1,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI36,NCBI36.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,265,,14766,,,0.8190958078641727,20x,7839,8344,Spinal cord,Amyotrophic lateral sclerosis,L7CN60_E2,v1_0_0
